Project_ID,Project_Type,Building_Area_m2,Green_Certification_Level,Policy_Interventions,Lifecycle_Phase,Embodied_Emissions_tCO2e,Operational_Emissions_tCO2e,Supply_Chain_Emission_Share_%,ReadyMix_Concrete_Emission_tCO2e,Electric_Power_Emission_tCO2e,Lighting_Fixture_Emission_tCO2e,Material_Reuse_%,Renewable_Energy_%,Waste_Minimization_%,Urban_Sustainability_Score,Total_Lifecycle_Emissions_tCO2e,Emission_Reduction_%,Emission_Reduction_Class
P0819,High-rise,7583,Gold,1,Operation,1956.57,609.24,42.3,962.82,698.38,131.04,39.9,55.5,7.4,65.1,2565.81,34.3,Medium
P0820,High-rise,9723,Platinum,3,End-of-life,715.27,2991.87,65.2,255.16,845.36,51.14,26.3,6.5,8.2,78.1,3707.14,46.3,High
P0821,Low-rise,5440,Basic,4,Construction,962.85,1449.0,35.0,747.7,1358.17,28.92,4.6,30.6,10.0,54.2,2411.85,19.9,Medium
P0822,Low-rise,3956,None,2,Material Production,1369.76,1240.22,75.4,653.03,1496.77,203.9,29.1,1.6,7.2,67.3,2609.98,9.6,Low
P0823,Mid-rise,8288,Platinum,1,End-of-life,244.46,2217.57,40.8,711.71,1154.74,190.87,30.6,24.3,26.3,73.7,2462.03,47.9,High
P0824,Mid-rise,3211,Basic,4,End-of-life,1658.47,1282.53,40.2,416.1,1459.11,218.34,36.4,48.9,39.8,92.0,2941.0,19.6,Medium
P0825,High-rise,11780,Silver,2,End-of-life,1165.84,2549.84,39.1,382.49,1201.94,204.91,38.1,6.3,26.1,32.4,3715.68,28.7,Medium
P0826,High-rise,18552,Platinum,2,End-of-life,700.79,1526.53,30.7,715.79,1448.48,52.0,38.5,62.2,24.3,94.8,2227.32,49.3,High
P0827,High-rise,17031,None,1,Construction,310.89,2242.81,68.6,293.99,1090.18,101.5,33.2,63.7,16.4,49.4,2553.7,7.9,Low
P0828,Mid-rise,12589,Silver,4,Operation,492.5,590.12,73.8,477.69,211.67,56.27,10.8,7.3,12.5,74.2,1082.62,31.9,Medium
P0829,Mid-rise,10642,None,2,Material Production,1811.06,2584.52,60.7,269.36,662.69,256.03,20.2,69.4,36.4,62.9,4395.58,10.0,Low
P0830,Mid-rise,17249,Basic,3,Material Production,1434.84,2286.44,39.4,107.47,1005.24,229.13,38.8,20.8,38.8,56.5,3721.28,17.9,Medium
P0831,Mid-rise,16087,Gold,4,End-of-life,649.82,871.64,44.3,973.05,591.01,76.43,47.7,5.9,19.9,72.4,1521.46,44.8,High
P0832,Mid-rise,10366,Silver,1,End-of-life,318.08,692.27,53.8,488.53,482.74,115.57,3.9,0.4,11.6,49.7,1010.35,26.3,Medium
P0833,Mid-rise,5031,Platinum,2,Construction,1443.11,1153.99,77.7,972.41,908.36,290.65,26.8,28.6,30.8,29.5,2597.1,45.5,High
P0834,Mid-rise,13186,Silver,4,End-of-life,1230.33,2935.39,42.4,226.29,1406.9,186.36,15.6,44.1,5.3,56.7,4165.72,32.4,Medium
P0835,High-rise,5830,Basic,1,Material Production,928.14,993.45,66.6,628.63,148.97,244.32,11.3,23.3,30.6,59.1,1921.59,12.3,Low
P0836,High-rise,6010,Basic,3,Material Production,854.5,1531.54,52.0,280.88,1176.92,94.09,25.3,58.6,32.8,35.1,2386.04,18.7,Medium
P0837,High-rise,9464,Basic,4,Operation,590.27,381.05,44.9,811.07,1111.82,78.81,30.3,50.2,5.0,90.2,971.32,19.7,Medium
P0838,High-rise,6993,Basic,3,Operation,1405.3,1372.51,52.8,805.33,1449.53,239.5,0.5,24.5,39.1,37.1,2777.81,18.7,Medium
P0839,Mid-rise,11259,None,3,Material Production,1947.2,1842.56,33.6,201.35,1403.0,212.04,39.0,51.4,39.4,50.7,3789.76,10.8,Low
P0840,Low-rise,5939,Basic,4,Material Production,516.29,2873.44,69.9,920.86,1167.13,210.67,41.0,65.8,37.5,31.6,3389.73,20.2,Medium
P0841,Mid-rise,14973,Silver,4,Construction,1274.81,1695.19,42.2,275.17,828.57,174.74,48.3,6.5,19.8,60.2,2970.0,32.1,Medium
P0842,Low-rise,10265,Gold,1,Construction,963.53,2511.59,66.3,651.68,385.97,177.8,9.0,21.4,9.8,43.1,3475.12,34.9,Medium
P0843,High-rise,13779,Gold,0,Material Production,1004.04,1777.24,33.4,987.07,863.33,226.0,29.7,32.4,23.3,56.7,2781.28,31.1,Medium
P0844,Mid-rise,7011,Gold,2,End-of-life,657.47,410.12,77.8,894.16,1171.49,95.6,21.3,34.9,16.8,36.8,1067.59,39.3,High
P0845,High-rise,11983,None,3,Operation,1685.24,1150.52,39.7,960.91,1353.94,118.78,16.7,38.0,8.2,24.0,2835.76,14.5,Low
P0846,Mid-rise,18130,Basic,2,Material Production,1073.46,1853.98,74.1,408.34,1205.6,264.06,28.3,21.0,16.9,78.4,2927.44,19.8,Medium
P0847,High-rise,2876,Gold,3,End-of-life,1178.13,2866.6,70.5,195.02,373.37,106.48,39.1,46.7,26.6,68.1,4044.73,39.3,High
P0848,Low-rise,19893,Silver,1,Material Production,748.57,2619.65,78.4,269.51,939.56,172.97,1.2,45.2,2.8,45.6,3368.22,24.7,Medium
P0849,Low-rise,12324,None,3,Operation,527.26,916.56,53.9,550.45,565.04,216.74,48.5,40.4,13.3,23.6,1443.82,13.5,Low
P0850,Low-rise,18711,Gold,0,Operation,354.64,894.3,66.4,813.91,112.89,299.98,40.5,8.0,0.7,84.9,1248.94,32.7,Medium
P0851,Mid-rise,7479,Gold,3,Construction,1485.41,843.17,48.5,235.14,380.31,141.88,37.6,33.4,30.0,32.7,2328.58,40.3,High
P0852,Low-rise,10332,Silver,2,Construction,553.22,2790.75,39.2,693.76,258.51,139.87,38.0,24.9,25.6,89.8,3343.97,29.1,Medium
P0853,Mid-rise,13004,None,1,Construction,1442.14,2602.2,52.2,391.22,1279.81,255.92,19.5,34.4,2.5,55.9,4044.34,11.9,Low
P0854,Low-rise,7410,Gold,1,Construction,902.68,2392.19,38.3,407.08,461.91,245.54,37.6,64.5,38.6,45.5,3294.87,34.3,Medium
P0855,Low-rise,14589,Silver,3,Operation,948.39,1360.38,79.1,695.73,498.58,224.7,19.3,33.6,0.9,75.6,2308.77,29.7,Medium
P0856,Mid-rise,2696,Gold,2,End-of-life,1044.52,1661.83,34.8,520.3,1443.91,149.7,44.9,1.0,23.6,85.8,2706.35,35.8,High
P0857,Mid-rise,6478,Gold,1,End-of-life,861.88,1553.7,59.5,830.83,630.72,110.7,8.9,30.7,31.1,47.8,2415.58,36.9,High
P0858,Low-rise,17653,Gold,4,End-of-life,381.12,984.17,61.3,240.33,113.42,190.44,14.6,57.4,31.5,50.6,1365.29,39.8,High
P0859,Mid-rise,1280,Silver,3,Material Production,757.34,1663.58,56.9,810.95,497.38,265.34,27.6,54.6,1.4,52.5,2420.92,25.4,Medium
P0860,Low-rise,10408,None,4,Construction,1394.72,382.34,63.1,157.81,267.02,267.46,16.0,35.9,36.3,89.2,1777.06,19.9,Medium
P0861,Mid-rise,6803,Gold,2,Construction,1398.41,655.89,35.8,274.65,243.93,50.38,21.2,17.5,36.7,71.9,2054.3,34.2,Medium
P0862,High-rise,15186,Silver,2,Operation,715.2,2693.79,57.8,690.53,208.48,139.94,24.6,32.6,22.5,38.6,3408.99,25.3,Medium
P0863,High-rise,4483,Gold,4,Operation,1028.18,2329.54,44.4,869.43,930.56,150.12,42.8,39.5,19.3,33.9,3357.72,44.3,High
P0864,High-rise,10003,None,2,Material Production,548.21,1441.74,77.0,327.41,365.09,293.73,26.2,70.0,1.8,37.3,1989.95,14.4,Low
P0865,High-rise,17405,None,3,Material Production,578.67,1696.31,68.1,394.47,605.74,209.84,18.1,45.1,22.5,39.8,2274.98,13.3,Low
P0866,High-rise,13570,Platinum,1,End-of-life,241.48,1299.0,78.6,583.41,1306.82,134.03,12.4,48.6,16.4,37.3,1540.48,43.4,High
P0867,Low-rise,12732,Gold,2,Operation,1814.14,2300.11,31.9,290.42,694.07,27.3,20.4,34.4,30.9,69.4,4114.25,38.7,High
P0868,High-rise,5083,Platinum,0,Construction,579.27,2417.31,44.3,830.04,1381.97,178.31,25.8,24.8,16.2,28.7,2996.58,39.6,High
P0869,High-rise,6446,Gold,1,End-of-life,609.56,2360.87,39.8,796.27,797.11,46.9,37.3,56.9,27.3,49.1,2970.43,33.8,Medium
P0870,High-rise,16877,Silver,0,Construction,703.28,2251.05,30.6,230.76,658.37,253.65,6.1,34.6,4.1,66.9,2954.33,19.2,Medium
P0871,High-rise,7628,Gold,0,End-of-life,429.33,852.16,42.1,517.45,1150.54,230.71,11.1,69.6,5.3,41.8,1281.49,27.4,Medium
P0872,Mid-rise,12389,Platinum,4,Construction,1350.67,1212.52,63.9,797.34,202.45,148.94,19.0,32.0,5.6,24.9,2563.19,49.3,High
P0873,Low-rise,12775,Silver,1,Material Production,335.26,1568.58,41.6,403.6,225.27,140.18,18.0,4.8,1.8,26.1,1903.84,23.2,Medium
P0874,High-rise,2961,Silver,3,End-of-life,441.56,1193.14,55.5,669.8,1012.76,271.25,19.6,47.8,21.7,29.4,1634.7,28.9,Medium
P0875,High-rise,14791,None,4,Construction,1360.56,2338.34,74.4,145.19,781.72,100.77,39.7,3.3,31.8,82.7,3698.9,16.5,Medium
P0876,High-rise,14536,Silver,2,Construction,811.39,1189.25,64.7,647.82,1206.58,89.73,16.2,17.5,24.4,69.3,2000.64,25.1,Medium
P0877,Low-rise,11935,Gold,0,Operation,1474.31,673.23,49.7,237.39,1382.78,282.98,25.1,24.8,23.0,24.8,2147.54,31.7,Medium
P0878,Mid-rise,1185,Basic,3,End-of-life,1203.36,1377.41,48.6,847.52,643.71,246.59,31.2,51.8,27.2,49.3,2580.77,16.6,Medium
P0879,Low-rise,19044,Basic,3,Construction,660.84,2945.77,52.8,419.9,934.97,249.78,11.6,34.6,13.6,40.9,3606.61,18.2,Medium
P0880,Mid-rise,12758,Basic,3,Operation,1371.49,909.88,38.9,353.4,800.98,74.65,35.9,2.0,14.5,63.4,2281.37,16.6,Medium
P0881,High-rise,16490,Basic,3,Construction,409.29,1952.83,61.7,856.8,1474.25,60.12,27.4,43.2,12.6,59.2,2362.12,20.6,Medium
P0882,High-rise,16922,Basic,4,End-of-life,1165.54,1469.03,48.2,145.13,1263.52,27.29,22.3,28.8,28.5,56.1,2634.57,19.6,Medium
P0883,Low-rise,11236,Silver,2,Material Production,986.87,491.77,72.6,456.95,1376.43,86.37,40.5,64.5,6.5,43.6,1478.64,26.0,Medium
P0884,Low-rise,5375,Platinum,1,End-of-life,682.17,1617.27,67.8,433.0,456.08,236.77,12.2,35.0,0.5,30.3,2299.44,42.3,High
P0885,Mid-rise,18140,Silver,3,End-of-life,1287.21,2195.84,60.5,356.32,1181.54,87.21,44.2,49.6,23.8,75.7,3483.05,28.6,Medium
P0886,Mid-rise,11682,None,0,Construction,1768.4,1685.69,48.2,920.58,471.66,224.15,28.1,15.3,37.7,86.0,3454.09,5.2,Low
P0887,Low-rise,2696,None,4,Construction,1998.03,2654.69,40.5,775.84,392.24,90.53,30.5,53.3,24.4,90.8,4652.72,17.4,Medium
P0888,Mid-rise,7665,Gold,0,End-of-life,1293.97,1080.13,68.8,157.53,1421.97,130.68,43.8,50.5,31.3,24.4,2374.1,27.0,Medium
P0889,Low-rise,16497,Basic,1,Operation,928.47,532.87,54.3,743.22,127.03,295.29,40.9,63.3,26.9,75.5,1461.34,13.7,Low
P0890,Mid-rise,14715,Gold,4,Operation,605.37,2828.73,41.2,574.57,1451.54,88.55,30.1,2.4,19.9,74.5,3434.1,41.9,High
P0891,Low-rise,801,Gold,2,Operation,662.77,1321.13,39.8,910.78,308.97,125.38,37.7,31.3,28.7,91.0,1983.9,39.6,High
P0892,Low-rise,17530,Gold,1,Construction,1063.02,1856.29,38.3,381.65,1247.21,104.3,21.7,47.5,33.0,39.0,2919.31,32.8,Medium
P0893,Low-rise,15071,Basic,2,Construction,861.1,2438.41,68.9,616.75,486.29,50.69,27.4,6.7,9.0,75.7,3299.51,16.9,Medium
P0894,Mid-rise,10451,Gold,4,End-of-life,1844.87,1175.65,41.4,550.68,590.98,157.17,3.1,28.7,13.4,24.1,3020.52,43.8,High
P0895,Mid-rise,11273,Basic,1,Material Production,862.93,2233.64,56.3,540.6,403.46,126.03,4.5,66.0,8.9,67.3,3096.57,16.8,Medium
P0896,Mid-rise,16640,Platinum,4,Construction,872.2,665.63,52.6,510.49,919.72,214.57,41.5,30.5,18.1,46.3,1537.83,50.3,High
P0897,Low-rise,13557,Silver,0,End-of-life,890.36,1086.49,59.0,285.07,587.33,248.93,3.0,69.0,35.4,77.7,1976.85,21.5,Medium
P0898,Mid-rise,13000,Basic,3,End-of-life,1705.92,690.72,73.9,780.14,1020.35,172.39,8.5,4.0,13.8,84.7,2396.64,20.9,Medium
P0899,Mid-rise,16421,Basic,4,Material Production,1371.42,2490.32,73.4,506.2,121.91,29.01,39.8,50.2,15.0,47.4,3861.74,22.4,Medium
P0900,Low-rise,12370,None,0,Operation,1305.5,901.15,52.6,962.66,190.12,193.3,0.1,40.7,34.4,59.4,2206.65,5.0,Low
P0901,High-rise,4582,Gold,2,End-of-life,801.46,2236.99,30.8,334.73,239.53,35.51,14.1,35.0,20.6,28.8,3038.45,39.1,High
P0902,Low-rise,14218,Basic,0,End-of-life,1672.23,2846.91,51.3,714.47,686.59,192.58,29.2,68.0,21.4,51.3,4519.14,12.0,Low
P0903,Mid-rise,11017,Silver,3,End-of-life,269.05,1724.98,60.3,946.65,1240.71,211.81,29.8,9.1,34.4,47.1,1994.03,30.1,Medium
P0904,Low-rise,4254,Basic,2,Operation,1767.43,1758.08,57.9,697.11,1343.45,75.37,38.9,62.7,19.6,33.7,3525.51,16.0,Medium
P0905,High-rise,2224,Gold,3,Operation,1122.95,1544.79,62.6,884.15,442.74,249.42,25.3,48.4,27.3,87.1,2667.74,39.1,High
P0906,Low-rise,1876,Gold,0,Material Production,916.85,1179.9,37.7,844.73,904.12,275.1,25.5,18.1,3.4,31.1,2096.75,28.5,Medium
P0907,Mid-rise,9206,Gold,1,Construction,1094.9,1584.27,62.3,424.11,1175.71,247.66,36.3,63.1,7.1,67.7,2679.17,33.8,Medium
P0908,High-rise,9394,Gold,0,Operation,1401.35,1927.58,39.1,640.11,504.36,105.43,24.9,30.1,16.2,86.8,3328.93,27.7,Medium
P0909,Mid-rise,18537,None,1,Construction,222.98,2962.18,67.5,240.64,672.61,184.26,30.4,57.0,19.8,88.4,3185.16,12.5,Low
P0910,High-rise,18950,None,2,Construction,1768.79,2831.96,47.0,581.97,833.56,276.15,44.9,27.2,38.6,79.5,4600.75,13.9,Low
P0911,High-rise,16906,Gold,4,Operation,1004.13,2627.81,65.5,307.38,288.82,109.79,20.1,59.6,38.8,33.2,3631.94,41.3,High
P0912,Low-rise,19344,Basic,3,End-of-life,817.34,2700.65,32.4,769.36,136.38,249.61,19.3,44.6,34.0,81.3,3517.99,18.2,Medium
P0913,Low-rise,6426,Silver,2,Material Production,448.84,1563.19,50.4,575.25,313.93,22.65,0.2,9.9,12.6,40.7,2012.03,28.8,Medium
P0914,Mid-rise,6751,None,4,Construction,991.04,2075.1,65.3,470.1,977.6,21.02,30.7,45.5,38.6,89.2,3066.14,17.6,Medium
P0915,Low-rise,9996,Basic,3,End-of-life,1093.38,2716.68,41.3,341.92,203.07,232.72,1.5,13.4,27.6,73.2,3810.06,15.9,Medium
P0916,Low-rise,3800,None,4,Operation,926.56,1360.97,69.8,998.83,365.57,233.21,25.2,28.8,15.7,78.9,2287.53,17.5,Medium
P0917,High-rise,9053,Platinum,2,Construction,1421.59,2896.76,61.5,164.54,573.0,240.91,40.2,11.9,28.1,26.4,4318.35,45.5,High
P0918,Low-rise,4227,Basic,1,Construction,957.61,1422.62,59.4,139.2,209.02,280.41,27.5,1.5,0.7,63.7,2380.23,14.6,Low
P0919,High-rise,17398,Silver,0,Construction,1930.55,1922.92,47.7,295.53,368.38,53.01,13.5,14.8,5.8,81.6,3853.47,17.9,Medium
P0920,High-rise,17332,None,3,End-of-life,1278.7,2216.47,54.1,973.97,1375.78,84.96,39.3,37.5,33.2,84.6,3495.17,11.3,Low
P0921,High-rise,6519,Gold,0,End-of-life,1653.46,2866.6,59.9,981.31,127.02,273.04,13.5,33.7,25.8,22.1,4520.06,30.9,Medium
P0922,Mid-rise,15963,Basic,1,End-of-life,396.84,960.46,53.6,689.43,1014.8,69.63,36.7,35.1,14.6,90.4,1357.3,16.6,Medium
P0923,Mid-rise,10547,Platinum,2,Construction,915.12,2314.55,64.9,892.1,638.17,211.02,30.5,17.3,20.0,23.3,3229.67,48.7,High
P0924,Mid-rise,12254,Platinum,2,Construction,806.33,1706.2,51.7,292.57,1041.71,168.53,8.5,48.0,36.2,66.1,2512.53,48.9,High
P0925,High-rise,3020,Basic,3,Material Production,1225.07,1025.1,40.1,974.84,924.17,43.29,45.3,49.3,25.3,72.0,2250.17,17.3,Medium
P0926,Mid-rise,3581,Platinum,0,Material Production,1750.0,2396.84,40.7,228.51,412.9,99.87,10.0,25.1,15.9,28.1,4146.84,38.1,High
P0927,Mid-rise,1928,Platinum,1,End-of-life,341.01,1791.0,30.3,191.01,1286.09,165.7,49.5,61.7,4.8,23.6,2132.01,42.9,High
P0928,Low-rise,4467,Gold,3,End-of-life,330.63,2084.63,45.0,200.99,788.72,258.66,0.4,45.1,11.7,78.9,2415.26,35.6,High
P0929,Mid-rise,6945,Gold,4,Operation,1730.57,1171.83,67.4,615.82,1251.55,218.11,13.2,49.9,39.1,48.9,2902.4,40.3,High
P0930,Mid-rise,15066,Basic,3,End-of-life,583.13,1599.44,69.7,802.88,668.42,194.13,10.0,19.4,17.5,28.0,2182.57,20.0,Medium
P0931,High-rise,14542,Silver,4,Material Production,1403.76,1966.86,40.1,430.0,1478.56,158.89,0.7,0.0,18.9,77.2,3370.62,31.5,Medium
P0932,High-rise,11829,None,3,Material Production,1177.18,1393.26,78.0,980.11,1178.69,103.63,36.6,60.6,19.9,83.7,2570.44,12.9,Low
P0933,High-rise,2659,None,2,Material Production,1699.21,835.61,55.1,490.98,1452.33,53.39,34.7,57.6,35.4,64.1,2534.82,9.4,Low
P0934,High-rise,5632,Platinum,0,Construction,425.16,2896.43,75.8,235.4,820.06,134.54,39.6,8.6,24.2,32.1,3321.59,37.1,High
P0935,High-rise,19431,Basic,3,Construction,433.61,1680.96,65.3,519.37,763.17,27.99,12.8,26.2,27.7,21.1,2114.57,17.8,Medium
P0936,High-rise,19863,Gold,3,End-of-life,1202.27,2281.58,66.1,711.13,1157.64,79.1,22.2,46.3,15.6,72.6,3483.85,37.3,High
P0937,Mid-rise,15433,Gold,3,Operation,1903.48,1409.83,34.3,849.0,1332.41,141.1,33.0,45.6,1.2,61.3,3313.31,38.3,High
P0938,High-rise,10973,Platinum,2,Operation,947.0,1258.86,41.0,512.89,1449.8,137.21,22.0,60.2,37.2,68.8,2205.86,49.6,High
P0939,High-rise,19533,Platinum,2,Operation,788.5,1399.34,30.4,634.25,554.37,32.4,34.9,9.8,38.0,81.0,2187.84,45.8,High
P0940,Low-rise,11305,Basic,1,Construction,1292.04,1404.83,65.8,340.61,1218.19,184.94,31.7,30.1,38.0,52.6,2696.87,12.1,Low
P0941,Mid-rise,3583,None,2,Material Production,1874.81,1769.29,47.2,681.32,394.9,173.91,5.7,6.8,37.7,29.3,3644.1,14.8,Low
P0942,Mid-rise,17921,Silver,0,Material Production,1706.47,1767.37,69.3,987.37,863.8,41.87,39.1,27.3,32.6,90.5,3473.84,19.5,Medium
P0943,Mid-rise,14444,None,4,Construction,1991.87,1642.32,46.9,144.15,351.79,284.09,36.0,1.1,27.4,60.9,3634.19,16.0,Medium
P0944,High-rise,8104,None,0,Operation,240.62,663.92,71.0,897.88,586.36,47.83,32.8,62.9,33.8,66.1,904.54,7.4,Low
P0945,High-rise,15879,Basic,0,Operation,403.14,1639.4,36.5,606.05,1403.9,259.35,7.8,36.9,24.0,90.0,2042.54,12.2,Low
P0946,High-rise,19518,Gold,2,End-of-life,1297.04,756.58,38.7,326.89,304.53,20.09,13.4,59.5,5.4,89.9,2053.62,36.3,High
P0947,Low-rise,4483,Silver,3,End-of-life,1677.04,640.57,47.0,959.4,985.36,267.04,19.7,4.2,15.6,62.9,2317.61,28.5,Medium
P0948,High-rise,2278,Basic,2,Operation,713.44,2818.14,50.4,535.02,930.14,25.52,14.0,15.9,38.9,42.3,3531.58,17.9,Medium
P0949,Low-rise,5610,Gold,1,Construction,630.58,1933.37,47.4,398.52,269.03,232.19,11.4,18.2,14.0,94.8,2563.95,36.1,High
P0950,Mid-rise,12587,Basic,2,Operation,1616.56,2080.62,68.2,263.35,556.37,121.27,40.3,27.1,34.7,71.1,3697.18,17.4,Medium
P0951,High-rise,18008,None,1,End-of-life,301.49,1384.84,34.8,320.01,888.17,226.7,31.9,56.2,3.7,50.6,1686.33,9.0,Low
P0952,Low-rise,17581,Gold,4,Operation,864.89,2754.25,47.6,849.56,362.05,132.49,28.3,27.1,13.4,62.0,3619.14,44.3,High
P0953,Low-rise,2679,Silver,4,Construction,1110.46,2022.41,71.9,652.97,1220.87,39.85,11.3,14.3,14.0,51.2,3132.87,32.0,Medium
P0954,High-rise,10096,Gold,2,Material Production,1208.63,2376.76,33.3,921.92,1461.02,234.9,45.9,4.5,2.1,86.6,3585.39,38.8,High
P0955,Mid-rise,5751,None,1,Construction,1511.51,1295.12,77.1,308.77,400.66,39.95,9.6,5.6,4.8,56.2,2806.63,9.5,Low
P0956,Mid-rise,9735,Gold,3,Construction,838.72,2892.03,79.3,209.02,361.68,278.19,39.7,53.2,7.7,81.8,3730.75,38.8,High
P0957,Mid-rise,18813,Silver,0,End-of-life,1302.83,2515.25,34.4,105.48,736.91,34.27,48.3,31.1,33.5,83.0,3818.08,19.0,Medium
P0958,Low-rise,15371,Silver,2,Construction,1253.68,2605.66,44.6,557.08,1146.87,154.21,36.4,50.8,2.5,81.8,3859.34,29.8,Medium
P0959,Low-rise,1513,Silver,1,Construction,1185.71,764.92,48.6,998.48,494.24,222.45,49.6,47.8,11.9,74.2,1950.63,24.2,Medium
P0960,Low-rise,17110,Platinum,4,End-of-life,1352.87,1031.6,68.8,725.47,127.83,130.11,32.6,9.5,0.4,84.1,2384.47,49.2,High
P0961,Low-rise,2328,Silver,0,End-of-life,667.01,1071.19,59.8,377.56,857.71,80.83,10.9,10.0,27.8,49.0,1738.2,21.8,Medium
P0962,Mid-rise,8409,Silver,2,Material Production,352.37,1031.45,62.2,889.17,1439.24,232.55,10.2,52.9,24.8,28.6,1383.82,29.9,Medium
P0963,High-rise,6088,Platinum,3,Operation,414.69,2609.6,67.9,803.55,647.79,239.6,16.2,50.5,25.8,83.2,3024.29,50.6,High
P0964,Low-rise,13609,Gold,2,Construction,604.25,386.09,35.9,113.87,688.19,278.35,0.4,26.5,15.0,57.4,990.34,35.4,High
P0965,Low-rise,2523,Silver,0,End-of-life,1100.36,505.47,71.7,835.17,1456.46,125.33,34.1,5.4,8.3,29.6,1605.83,21.0,Medium
P0966,Mid-rise,15037,Gold,4,Material Production,1712.8,1039.57,65.3,370.47,1072.45,161.75,13.4,0.8,28.8,28.6,2752.37,39.9,High
P0967,High-rise,6391,Basic,2,Operation,1462.33,839.66,58.9,234.71,1106.84,121.68,40.8,20.2,32.4,31.9,2301.99,18.9,Medium
P0968,High-rise,1580,Basic,3,End-of-life,1620.27,926.02,74.5,303.7,887.78,91.98,18.0,0.6,5.5,76.3,2546.29,20.7,Medium
P0969,Mid-rise,5536,Silver,1,Operation,831.76,2454.45,65.0,521.72,1464.45,230.29,24.0,16.1,19.5,73.3,3286.21,27.9,Medium
P0970,Mid-rise,15879,Platinum,2,Operation,928.38,1820.44,40.1,482.38,1064.41,115.1,48.3,29.4,9.9,35.3,2748.82,49.0,High
P0971,High-rise,11322,Platinum,2,Construction,908.63,315.58,51.5,360.0,1353.05,139.88,12.1,8.5,6.7,83.5,1224.21,46.6,High
P0972,Low-rise,3063,Basic,0,Construction,545.37,1459.17,54.7,255.0,1079.13,133.03,36.1,7.3,29.4,41.1,2004.54,12.3,Low
P0973,High-rise,3792,Silver,0,End-of-life,310.19,1401.29,32.8,786.01,1129.16,219.55,37.8,62.8,21.5,79.5,1711.48,22.8,Medium
P0974,Mid-rise,4086,Basic,4,Operation,1263.65,607.65,77.7,991.1,506.58,276.98,11.0,41.0,8.6,56.7,1871.3,19.3,Medium
P0975,Low-rise,16587,Platinum,1,End-of-life,1980.59,2125.58,36.4,800.01,524.87,206.69,25.0,65.4,12.4,74.9,4106.17,44.0,High
P0976,Low-rise,16600,Platinum,0,End-of-life,500.29,2195.66,64.9,366.34,1196.18,152.04,17.5,24.2,38.7,48.6,2695.95,41.4,High
P0977,Mid-rise,7143,Silver,2,Operation,284.03,2246.41,55.3,320.33,515.39,238.18,38.6,47.4,33.9,46.0,2530.44,28.0,Medium
P0978,Mid-rise,4459,Gold,3,End-of-life,1603.16,2266.87,31.3,295.9,887.88,199.47,31.1,14.3,35.2,83.1,3870.03,35.2,High
P0979,Mid-rise,11505,Gold,0,Operation,654.65,300.14,76.2,223.03,449.09,36.97,23.8,43.3,18.4,22.6,954.79,29.2,Medium
P0980,High-rise,11275,Silver,2,Operation,1693.36,2875.59,72.6,596.2,1243.78,46.79,39.0,9.1,25.0,93.1,4568.95,27.9,Medium
P0981,High-rise,661,None,0,Operation,1467.09,2498.36,56.2,644.86,254.7,30.62,11.8,0.1,15.1,68.6,3965.45,7.4,Low
P0982,Low-rise,16529,Silver,0,Operation,1902.21,2740.75,41.4,734.95,1261.23,147.91,37.7,65.2,3.1,52.4,4642.96,17.3,Medium
P0983,Mid-rise,17477,Gold,0,Material Production,936.07,342.24,36.1,712.19,943.82,251.24,43.3,38.8,16.0,67.1,1278.31,29.1,Medium
P0984,Low-rise,14726,Gold,4,Operation,1391.55,2821.42,48.2,363.1,361.67,107.66,43.9,64.9,23.8,29.2,4212.97,41.7,High
P0985,Low-rise,11654,Basic,0,Construction,1036.74,2486.43,42.8,397.28,858.85,127.56,39.2,23.4,11.5,58.6,3523.17,7.5,Low
P0986,Low-rise,12580,Platinum,0,Construction,1335.06,2560.49,55.3,713.36,495.5,274.65,20.4,22.9,33.9,93.9,3895.55,39.1,High
P0987,Low-rise,3890,None,2,Construction,1009.28,551.88,78.3,414.5,552.85,254.33,49.1,28.0,6.0,37.6,1561.16,13.4,Low
P0988,Mid-rise,6497,Silver,4,Operation,539.54,2294.7,58.7,291.36,592.14,206.21,19.0,49.4,14.7,74.2,2834.24,33.5,Medium
P0989,Low-rise,13193,Gold,1,Construction,1114.22,2891.78,74.5,436.9,188.65,94.71,31.9,39.6,5.0,52.6,4006.0,37.9,High
P0990,Mid-rise,17547,Gold,2,Material Production,1151.45,2132.08,62.5,344.88,1480.35,52.77,8.1,64.8,16.2,68.9,3283.53,39.5,High
P0991,Mid-rise,9824,Silver,0,End-of-life,1659.09,1840.52,53.8,179.48,144.15,24.5,49.0,1.8,1.6,35.4,3499.61,20.2,Medium
P0992,High-rise,1041,Basic,2,Operation,1523.94,2853.2,72.7,847.13,1027.5,49.96,35.2,49.6,10.9,55.3,4377.14,17.5,Medium
P0993,Mid-rise,5593,None,2,Construction,1394.82,1495.93,53.6,867.8,619.72,101.93,37.7,23.1,16.0,93.5,2890.75,10.5,Low
P0994,High-rise,13928,Silver,2,Material Production,404.1,1918.09,73.4,297.78,1004.41,174.5,3.3,12.6,19.1,34.6,2322.19,28.7,Medium
P0995,Mid-rise,11666,Silver,1,End-of-life,1497.11,1586.11,44.6,158.29,598.75,37.92,38.2,35.7,21.7,67.7,3083.22,26.9,Medium
